name,address,house_type,price,price_per_area,area,valid_area,property_year,house_direction,hold_year,payandtax,house_used,sell_time,latest_trade,elevator,building_structure,buildtime,trade_property,supply_heating,fitment,floor,building_type,household_num
浮山后一小区,"市北,浮山后",2室2厅1厨1卫,280,2.5196,111.13平米,88.65㎡,70年,南,满五年,"首付84万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-08,2008-01-08,有,钢混结构,2005年建/板楼,商品房,集中供暖,精装,低楼层 (共19层),板楼,两梯三户
绿城西子公寓,"李沧,绿城",2室1厅1厨1卫,220,2.5172,87.4平米,暂无数据,70年,南,满两年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-07,2014-01-08,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,中楼层 (共19层),板楼,两梯四户
建信花园,"市南,福安",3室1厅1厨1卫,220,2.5169,87.41平米,80㎡,70年,南 西 北,满五年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-08,2001-06-27,暂无数据,砖混结构,1997年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯四户
台湛路,"市北,镇江路",1室1厅1厨1卫,99,2.5166,39.34平米,39㎡,70年,南,满五年,"首付30万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-11,2007-07-11,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,精装,中楼层 (共8层),板楼,一梯四户
金桂花园,"市北,四方实验小区",3室1厅1厨1卫,235,2.5161,93.4平米,81.77㎡,70年,南 北,满五年,"首付71万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-14,2005-11-17,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
中海国际社区朗园,"李沧,书院路",2室1厅1厨1卫,215,2.515,85.49平米,64.78㎡,70年,南,满两年,"首付65万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-14,2014-11-04,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,低楼层 (共29层),板楼,两梯四户
绿城西子公寓,"李沧,绿城",2室1厅1厨1卫,220,2.5138,87.52平米,70.12㎡,70年,南,满两年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-11,2014-02-26,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,高楼层 (共24层),板楼,两梯四户
浮山后一小区,"市北,浮山后",1室1厅1厨1卫,147,2.5129,58.5平米,51.12㎡,70年,南 北,满五年,"首付45万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-27,2011-07-12,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
保利百合花园,"市北,大沙路",3室2厅1厨1卫,289,2.5129,115.01平米,84.42㎡,70年,南 北,满两年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-04,2012-12-04,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,中楼层 (共31层),板楼,两梯三户
城市花园一期,"市北,海泊河",3室1厅1厨1卫,208,2.5118,82.81平米,73.38㎡,70年,南 北,满五年,"首付63万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-29,2002-03-10,暂无数据,砖混结构,2001年建/板楼,商品房,集中供暖,精装,中楼层 (共7层),板楼,一梯两户
万达悦公馆,"李沧,李沧万达",3室1厅1厨1卫,300,2.5109,119.48平米,89.93㎡,70年,南 北,满两年,"首付90万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-10,2014-07-10,有,钢混结构,2014年建/板楼,商品房,集中供暖,其他,中楼层 (共31层),板楼,两梯三户
绿城理想之城-蓝庭F区,"李沧,绿城",3室2厅1厨1卫,337,2.5101,134.26平米,103.52㎡,70年,南 北,满五年,"首付102万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-29,2010-04-07,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共15层),板楼,两梯两户
浮山后一小区,"市北,浮山后",2室1厅1厨1卫,179,2.5099,71.32平米,63.13㎡,70年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-23,2011-11-22,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,精装,中楼层 (共7层),板楼,一梯两户
海信缤纷都市,"市北,新都心",3室2厅1厨1卫,265,2.5086,105.64平米,92.93㎡,70年,南 北,满五年,"首付80万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-18,2007-11-23,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,简装,中楼层 (共7层),板楼,一梯两户
通榆路,"市北,四方实验小区",2室0厅1厨1卫,140,2.5081,55.82平米,51.14㎡,70年,南 北,满五年,"首付42万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-09,2008-08-09,暂无数据,砖混结构,1989年建/板楼,商品房,集中供暖,简装,低楼层 (共7层),板楼,一梯三户
浮山后六小区,"市北,同安路",2室1厅1厨1卫,185,2.5075,73.78平米,61.84㎡,70年,南 北,满五年,"首付56万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-14,2005-12-20,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
浮山后六小区,"市北,同安路",2室1厅1厨1卫,209,2.5069,83.37平米,暂无数据,70年,南,满五年,"首付63万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-02-20,2000-01-01,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
天惠苑,"市北,大学路",2室2厅1厨1卫,235,2.5056,93.79平米,83.52㎡,70年,东,满五年,"首付71万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-29,2005-06-09,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
伟东幸福之城二期,"李沧,下王埠",2室1厅1厨1卫,220,2.5052,87.82平米,67.58㎡,70年,南 北,满两年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-13,2013-10-23,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,中楼层 (共18层),板楼,两梯三户
中环国际广场,"市南,远洋广场",1室1厅1厨1卫,160,2.5047,63.88平米,48.12㎡,70年,南,满五年,"首付48万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-24,2008-09-30,有,钢混结构,2007年建/板楼,商品房,集中供暖,其他,中楼层 (共30层),板楼,三梯十一户
浮山后二小区,"市北,浮山后",2室1厅1厨1卫,212,2.5045,84.65平米,73㎡,70年,南,满五年,"首付64万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-24,2007-09-10,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,简装,低楼层 (共7层),板楼,一梯两户
万科金色城品,"市北,北岭",1室0厅1厨1卫,115,2.5028,45.95平米,36.63㎡,70年,南,满两年,"首付35万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-27,2013-05-07,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,低楼层 (共18层),板楼,两梯四户
泰州二路,"市南,镇江路",2室1厅1厨1卫,175,2.5015,69.96平米,69.96㎡,70年,南 北,满五年,"首付53万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-06,2003-07-23,暂无数据,砖混结构,1983年建/板楼,已购公房,集中供暖,简装,高楼层 (共6层),板楼,一梯两户
新昌路,"市南,田家花园",2室1厅1厨1卫,138,2.5014,55.17平米,49.32㎡,70年,南 西 北,满五年,"首付42万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-23,1997-09-17,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯四户
金湖路,"市南,新贵都",2室1厅1厨1卫,263,2.5012,105.15平米,99㎡,70年,南,满五年,"首付79万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-10,2012-07-04,暂无数据,钢混结构,1996年建/板塔结合,商品房,集中供暖,其他,高楼层 (共7层),板塔结合,一梯五户
保利百合花园,"市北,大沙路",3室2厅1厨1卫,225,2.5012,89.96平米,69.5㎡,70年,南 北,满五年,"首付68万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-06,2011-09-08,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,高楼层 (共32层),板楼,一梯两户
海牛花园,"市南,天山银海",3室2厅1厨2卫,336,2.5002,134.39平米,121.14㎡,70年,南,满两年,"首付101万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-20,2015-05-21,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,简装,中楼层 (共5层),板楼,一梯三户
福岭嘉苑G区,"市北,合肥路佳世客",2室2厅1厨1卫,215,2.5,86平米,75.71㎡,70年,南 北,满五年,"首付65万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2005-06-23,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
中海国际社区朗园,"李沧,书院路",2室2厅1厨1卫,215,2.5,86平米,1㎡,70年,南 北,满两年,"首付65万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-16,2014-12-16,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,中楼层 (共29层),板楼,两梯四户
国际名都,"崂山,汽车东站",1室1厅1厨1卫,170,2.5,68平米,暂无数据,50年,西北,满两年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-13,2013-03-29,有,钢混结构,2007年建/塔楼,商品房,集中供暖,其他,低楼层 (共17层),塔楼,两梯八户
浮山后二小区,"市北,浮山后",2室1厅1厨1卫,169,2.4997,67.61平米,56.31㎡,70年,南 北,满五年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-02,2006-09-06,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
天福时代阳光,"市北,福州北路",1室1厅1厨1卫,152,2.4992,60.82平米,47.43㎡,70年,南,满五年,"首付46万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,2011-12-01,有,钢混结构,2010年建/塔楼,商品房,集中供暖,其他,中楼层 (共31层),塔楼,两梯五户
徐州路（市南东区）,"市南,新贵都",3室1厅1厨1卫,278,2.4987,111.26平米,99.51㎡,70年,南,满五年,"首付84万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-03,2002-12-23,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
中惠商住楼,"崂山,崂山CBD",3室1厅1厨2卫,370,2.4987,148.08平米,121.12㎡,40年,南,满两年,"首付111万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-26,2014-05-08,暂无数据,钢混结构,2003年建/塔楼,商品房,集中供暖,其他,高楼层 (共16层),塔楼,一梯三户
东苑雅居,"市北,北仲",2室2厅1厨2卫,227,2.4984,90.86平米,暂无数据,70年,南,满五年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-09-03,2004-10-26,暂无数据,钢混结构,2008年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯三户
上清路小区,"市北,榉林公园",2室1厅1厨1卫,193,2.4978,77.27平米,67.27㎡,70年,南 北,满五年,"首付58万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-08,2002-07-11,暂无数据,钢混结构,1998年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
紫金花园,"市北,中央CBD",2室1厅1厨1卫,178,2.4969,71.29平米,暂无数据,50年,南,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2000-09-06,暂无数据,砖混结构,1999年建/板楼,商品房,集中供暖,其他,中楼层 (共8层),板楼,一梯两户
浮山后二小区,"市北,浮山后",3室2厅1厨1卫,238,2.4964,95.34平米,81.98㎡,70年,南 北,满两年,"首付72万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-22,2015-09-21,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
良辰美景南区,"市北,中央CBD",1室1厅1厨1卫,160,2.4961,64.1平米,50.08㎡,70年,南,满两年,"首付48万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-07,2014-07-07,有,钢混结构,2006年建/板塔结合,商品房,集中供暖,其他,中楼层 (共34层),板塔结合,三梯四户
滨海花园,"市南,五四广场",3室1厅1厨2卫,292,2.4958,117平米,115㎡,70年,西南,满五年,"首付88万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2000-08-08,有,钢混结构,2002年建/板塔结合,商品房,集中供暖,其他,高楼层 (共33层),板塔结合,两梯六户
海牛新村,"市南,天山银海",2室1厅1厨1卫,232,2.4957,92.96平米,84.3㎡,70年,南 北,满五年,"首付70万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-25,2008-10-22,暂无数据,钢混结构,2004年建/板楼,商品房,集中供暖,精装,中楼层 (共8层),板楼,一梯三户
映月公馆,"李沧,绿城",3室1厅1厨1卫,284,2.4957,113.8平米,暂无数据,70年,西,满两年,"首付86万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-03,2015-02-09,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,低楼层 (共11层),板楼,一梯两户
春光山色,"崂山,北村",2室1厅1厨1卫,195,2.4953,78.15平米,68.07㎡,70年,南 北,满两年,"首付59万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-08,2013-06-18,暂无数据,钢混结构,2005年建/板楼,商品房,集中供暖,其他,低楼层 (共7层),板楼,一梯两户
绿城理想之城-蓝庭F区,"李沧,绿城",2室2厅1厨2卫,500,2.4949,200.41平米,163.05㎡,70年,南 北,满五年,"首付150万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-26,2012-03-15,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,低楼层 (共17层),板楼,两梯两户
米罗湾,"李沧,老鸦岭",2室1厅1厨1卫,215,2.4945,86.19平米,73.33㎡,70年,南 北,满两年,"首付65万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-11,2014-12-01,暂无数据,钢混结构,2016年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
金光丽海新园,"崂山,西姜",4室2厅1厨2卫,402,2.4942,161.18平米,145.98㎡,50年,南 北,满五年,"首付121万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-22,2000-10-12,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,简装,高楼层 (共8层),板楼,一梯两户
威海路步行街一期,"市北,台东",3室2厅1厨1卫,249,2.494,99.84平米,85.8㎡,70年,南 北,满五年,"首付75万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-07,2001-06-28,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
龙潭路6-30（双号）,"市北,榉林公园",2室1厅1厨1卫,155,2.494,62.15平米,暂无数据,50年,南 北,满两年,"首付47万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2013-10-02,暂无数据,钢混结构,1996年建/板楼,商品房,集中供暖,其他,高楼层 (共7层),板楼,一梯四户
浮山后六小区,"市北,同安路",2室2厅1厨1卫,209,2.4938,83.81平米,72.53㎡,70年,南 北,满五年,"首付63万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-19,2002-12-29,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,简装,中楼层 (共7层),板楼,一梯两户
福岭小区E区,"市北,福州北路",2室1厅1厨1卫,200,2.4932,80.22平米,71.9㎡,70年,南 北,满五年,"首付60万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-14,2007-10-03,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
金光丽海新园,"崂山,西姜",4室2厅1厨2卫,400,2.4932,160.44平米,145.31㎡,50年,南 北,满五年,"首付120万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-31,2007-09-02,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,其他,中楼层 (共8层),板楼,一梯两户
威海路步行街三期,"市北,台东",3室1厅1厨2卫,295,2.4929,118.34平米,暂无数据,70年,南,满五年,"首付89万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-20,2003-09-09,暂无数据,砖混结构,2002年建,商品房,集中供暖,简装,低楼层 (共6层),,一梯两户
天山小区（宁国路）,"市南,天山银海",2室1厅1厨1卫,170,2.4924,68.21平米,暂无数据,70年,南 北,满五年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,1996-10-01,暂无数据,砖混结构,1995年建/板楼,已购公房,集中供暖,简装,高楼层 (共6层),板楼,一梯两户
天福丽都,"李沧,李村公园",3室2厅1厨2卫,330,2.4923,132.41平米,暂无数据,70年,南 北,满五年,"首付99万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-25,2007-04-16,有,钢混结构,2005年建/板楼,商品房,集中供暖,精装,中楼层 (共10层),板楼,一梯三户
北苑风景小区,"李沧,青岛北站",7室2厅1厨2卫,205,2.4903,82.32平米,72.34㎡,70年,南,满五年,"首付62万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-31,2003-10-01,暂无数据,钢混结构,2004年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
福林苑一期,"李沧,河南",4室3厅1厨2卫,230,2.49,92.37平米,82.42㎡,70年,南 北,满五年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-26,2009-03-12,暂无数据,砖混结构,2005年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
闽江苑,"市南,闽江路",2室1厅1厨1卫,170,2.4891,68.3平米,57.8㎡,50年,南 北,满五年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-24,1998-06-12,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,简装,高楼层 (共7层),板楼,一梯三户
海信湖岛世家,"市北,湖岛",2室2厅1厨1卫,225,2.4887,90.41平米,暂无数据,70年,南,满两年,"首付68万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-22,2015-06-19,有,钢混结构,2015年建/板楼,商品房,集中供暖,其他,低楼层 (共32层),板楼,两梯四户
龙潭路6-30（双号）,"市北,榉林公园",2室1厅1厨1卫,193,2.4881,77.57平米,68.31㎡,50年,南,满五年,"首付58万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-20,2009-05-22,暂无数据,钢混结构,1997年建/板楼,商品房,集中供暖,毛坯,中楼层 (共4层),板楼,一梯三户
新亚花园,"市北,海泊河",3室1厅1厨1卫,290,2.4846,116.72平米,106.07㎡,70年,南 北,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-03,2002-01-01,暂无数据,砖混结构,2002年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
中央国际,"市南,新贵都",2室1厅1厨1卫,200,2.4833,80.54平米,64.06㎡,70年,南 北,满两年,"首付60万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-01,2014-03-04,有,钢混结构,2012年建/板楼,商品房,集中供暖,其他,低楼层 (共32层),板楼,两梯三户
浮山后二小区,"市北,浮山后",2室1厅1厨1卫,178,2.4826,71.7平米,59.94㎡,70年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-20,2003-05-23,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,低楼层 (共7层),板楼,一梯两户
天福时代阳光,"市北,福州北路",1室1厅1厨1卫,152,2.4821,61.24平米,47.75㎡,70年,南,满两年,"首付46万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-11,2015-09-15,有,钢混结构,2010年建/塔楼,商品房,集中供暖,其他,高楼层 (共31层),塔楼,两梯五户
富源公馆,"黄岛,薛家岛",3室2厅1厨2卫,370,2.4814,149.11平米,116.28㎡,50年,南 北,满两年,"首付111万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-23,2014-11-03,有,钢混结构,2013年建/板楼,商品房,集中供暖,其他,低楼层 (共25层),板楼,两梯三户
鼎城,"市北,福州北路",2室2厅1厨1卫,220,2.4809,88.68平米,70.04㎡,70年,南,满五年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-27,2006-07-02,有,钢混结构,2007年建/塔楼,商品房,集中供暖,其他,低楼层 (共27层),塔楼,两梯六户
延吉路（中央商务区）,"市北,中央CBD",2室1厅1厨1卫,150,2.4794,60.5平米,60㎡,70年,南,满五年,"首付45万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-23,1998-09-02,暂无数据,钢混结构,1997年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯三户
滨海花园,"市南,五四广场",3室2厅1厨2卫,290,2.4791,116.98平米,暂无数据,70年,南,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-06,1999-04-01,有,钢混结构,2000年建/塔楼,商品房,集中供暖,其他,中楼层 (共29层),塔楼,两梯六户
滨海花园,"市南,五四广场",3室2厅1厨2卫,290,2.4791,116.98平米,暂无数据,70年,南,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-19,2012-05-27,有,钢混结构,2000年建/塔楼,商品房,集中供暖,其他,低楼层 (共29层),塔楼,两梯六户
香缇树,"市北,福安",2室1厅1厨1卫,228,2.4783,92平米,暂无数据,70年,南,满五年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-06,2011-11-04,有,钢混结构,2011年建/塔楼,商品房,集中供暖,其他,中楼层 (共33层),塔楼,两梯三户
南九水路14-24、36-40（双号）,"市北,榉林公园",2室0厅1厨1卫,135,2.4771,54.5平米,暂无数据,70年,南,满五年,"首付41万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-23,2001-04-09,暂无数据,钢混结构,1997年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯三户
福林苑二期,"李沧,河南",2室1厅1厨1卫,225,2.4764,90.86平米,79.18㎡,70年,南 北,满五年,"首付68万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-19,2009-06-24,暂无数据,钢混结构,2007年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
中冶英郡,"市北,水清沟",2室2厅1厨1卫,236,2.4762,95.31平米,82.17㎡,70年,南 北,满两年,"首付71万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-13,2014-04-24,暂无数据,砖混结构,2015年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
燕儿岛路（市南东区）,"市南,辛家庄",2室1厅1厨1卫,170,2.476,68.66平米,63.56㎡,70年,南,满五年,"首付51万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2004-12-01,暂无数据,砖混结构,2000年建/板楼,已购公房,集中供暖,其他,高楼层 (共7层),板楼,一梯四户
万科金色城品,"市北,北岭",2室2厅1厨1卫,217,2.4733,87.74平米,68.24㎡,70年,南 北,满五年,"首付66万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-20,2012-02-14,有,钢混结构,2011年建/板楼,商品房,集中供暖,精装,中楼层 (共20层),板楼,两梯四户
万科魅力之城,"城阳,世纪公园",4室2厅1厨2卫,290,2.4732,117.26平米,98.45㎡,70年,南 北,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-24,2010-01-11,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,低楼层 (共9层),板楼,一梯两户
浮山后二小区,"市北,浮山后",2室1厅1厨1卫,172,2.4727,69.56平米,暂无数据,70年,南,满五年,"首付52万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-24,2005-06-21,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯三户
福苑小区西区,"市南,远洋广场",2室1厅1厨1卫,185,2.472,74.84平米,6㎡,50年,西南 北,满五年,"首付56万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-02,1999-10-06,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,简装,高楼层 (共7层),板楼,一梯两户
漳平路,"市南,闽江路",3室0厅1厨1卫,180,2.4719,72.82平米,暂无数据,70年,南,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-29,1986-09-24,暂无数据,砖混结构,1999年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯四户
绿城理想之城-蓝庭E区,"李沧,绿城",2室1厅1厨1卫,248,2.4716,100.34平米,暂无数据,70年,南,满两年,"首付75万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-26,2013-08-07,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共10层),板楼,一梯两户
金桂花园,"市北,四方实验小区",2室2厅1厨1卫,210,2.4715,84.97平米,74.49㎡,70年,南 北,满五年,"首付63万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-27,2004-06-01,暂无数据,钢混结构,2003年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
鼎城,"市北,福州北路",2室1厅1厨1卫,215,2.4713,87平米,暂无数据,70年,南,满五年,"首付65万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-17,2009-08-23,有,钢混结构,2007年建/塔楼,商品房,集中供暖,其他,低楼层 (共27层),塔楼,两梯六户
福岭小区H区,"市北,福州北路",2室1厅1厨1卫,177,2.4711,71.63平米,63.79㎡,70年,南 北,满五年,"首付54万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-05,2002-06-13,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
天台路,"市南,田家花园",2室1厅1厨1卫,142,2.4705,57.48平米,暂无数据,70年,东 南 北,满五年,"首付43万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-26,1991-01-01,暂无数据,砖混结构,1992年建/板楼,商品房,集中供暖,简装,高楼层 (共8层),板楼,一梯两户
康储山庄,"市北,福安",4室2厅1厨2卫,350,2.4699,141.71平米,127.4㎡,50年,南 北,满五年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-06,2004-09-30,暂无数据,钢混结构,2004年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯两户
海尔地产·山海湾,"黄岛,薛家岛",2室1厅1厨1卫,251,2.4693,101.65平米,82.56㎡,50年,南 北,满两年,"首付76万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-16,2015-05-25,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
闽江苑,"市南,闽江路",3室1厅1厨1卫,285,2.4691,115.43平米,106.18㎡,50年,南 北,满两年,"首付86万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-16,2013-12-21,暂无数据,砖混结构,1998年建/板楼,商品房,集中供暖,其他,中楼层 (共7层),板楼,一梯三户
华裕唐城,"黄岛,石油大学",2室1厅1厨1卫,228,2.4687,92.36平米,73.34㎡,50年,南 北,满两年,"首付69万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-13,2013-12-23,有,钢混结构,2014年建/板楼,商品房,集中供暖,精装,低楼层 (共20层),板楼,两梯三户
