hold_year,supply_heating,price_per_area,property_year,sell_time,house_direction,latest_trade,house_used,area,elevator,building_structure,valid_area,price,payandtax,buildtime,trade_property,address,house_type,name,fitment,floor,building_type,household_num
满五年,集中供暖,24158,70年,2017-05-28,南,2012-02-17,普通住宅,76.58平米,有,钢混结构,61.04㎡,185,"首付56万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"市北,北岭",2室1厅1厨1卫,万科金色城品,精装,低楼层 (共18层),板楼,两梯四户
满五年,集中供暖,26412,70年,2017-09-08,南 北,2011-03-20,普通住宅,112.83平米,有,钢混结构,90.25㎡,298,"首付90万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,新都心",2室2厅1厨1卫,鸿仕雅居,精装,高楼层 (共18层),板楼,一梯两户
满五年,集中供暖,29349,50年,2017-09-13,南 北,2006-04-26,普通住宅,112.44平米,有,钢混结构,92.93㎡,330,"首付99万 ,税费,13.8,万(仅供参考) ,详情",2004年建/板楼,商品房,"崂山,崂山CBD",2室1厅1厨1卫,凯旋家园,精装,中楼层 (共18层),板楼,一梯两户
满五年,集中供暖,28823,70年,2017-08-14,南 北,2009-05-22,普通住宅,104.78平米,暂无数据,钢混结构,93.26㎡,302,"首付91万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"市北,合肥路佳世客",2室2厅1厨1卫,四季景园,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,22461,70年,2017-07-20,南 北,2007-01-19,普通住宅,91.27平米,暂无数据,钢混结构,81.87㎡,205,"首付62万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市北,北岭",2室2厅1厨1卫,中庭山景,精装,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,22185,70年,2017-09-30,南,2006-05-16,普通住宅,99.17平米,暂无数据,钢混结构,暂无数据,220,"首付66万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,百通馨苑一区,其他,中楼层 (共5层),板楼,一梯两户
满五年,集中供暖,17925,70年,2017-09-30,南,2012-09-03,普通住宅,76.99平米,暂无数据,钢混结构,66.27㎡,138,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"黄岛,金沙滩",2室2厅1厨1卫,滨海苑,精装,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,30477,50年,2017-09-10,南,2009-03-08,普通住宅,105平米,有,钢混结构,81.15㎡,320,"首付96万 ,税费,13.8,万(仅供参考) ,详情",2006年建/板楼,商品房,"崂山,颐中体育场",2室2厅1厨1卫,鲁信长春花园,精装,中楼层 (共20层),板楼,一梯三户
满五年,集中供暖,26450,70年,2017-10-20,南 北,1999-08-06,普通住宅,72.59平米,暂无数据,砖混结构,68㎡,192,"首付58万 ,税费,13.8,万(仅供参考) ,详情",1992年建/板楼,已购公房,"市南,大尧",2室1厅1厨1卫,逍遥小区（逍遥二路）,简装,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,15156,70年,2017-10-08,南 北,2012-03-12,普通住宅,67.96平米,有,钢混结构,48.72㎡,103,"首付31万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,东李",2室1厅1厨1卫,和达和城,其他,低楼层 (共23层),板楼,两梯五户
满五年,集中供暖,12737,70年,2017-10-10,南 北,2010-07-02,普通住宅,149.18平米,暂无数据,钢混结构,暂无数据,190,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"黄岛,积米崖",3室2厅1厨2卫,昆泉天籁村,其他,中楼层 (共6层),板楼,一梯三户
满五年,集中供暖,13763,50年,2017-09-02,南 北,2012-10-02,普通住宅,72.66平米,暂无数据,砖混结构,72.66㎡,100,"首付30万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"黄岛,保税区",2室1厅1厨1卫,车家岭小区,精装,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,37196,70年,2017-06-22,南 北,2008-05-04,普通住宅,98.13平米,暂无数据,钢混结构,88.17㎡,365,"首付110万 ,税费,13.8,万(仅供参考) ,详情",2004年建/板楼,商品房,"市北,福安",2室2厅1厨1卫,永乐佳园,精装,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,27678,70年,2017-03-25,南 北,2011-08-26,普通住宅,80.57平米,有,钢混结构,62.81㎡,223,"首付67万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市南,中央CBD",2室1厅1厨1卫,锦绣华城一期,其他,低楼层 (共29层),板楼,一梯三户
满五年,集中供暖,22924,70年,2017-09-10,南,2002-10-14,普通住宅,58.02平米,暂无数据,砖混结构,53.61㎡,133,"首付40万 ,税费,13.8,万(仅供参考) ,详情",1988年建/板楼,商品房,"市北,错埠岭",2室1厅1厨1卫,伊春路,其他,中楼层 (共6层),板楼,一梯三户
满五年,暂无数据,11256,50年,2017-06-02,南,2010-04-06,普通住宅,79.96平米,暂无数据,未知结构,暂无数据,90,"首付27万 ,税费,13.8,万(仅供参考) ,详情",2009年建,商品房,"黄岛,辛安",2室1厅1厨1卫,海尔幸福里,其他,低楼层 (共11层),,一梯三户
满五年,集中供暖,17333,70年,2017-06-07,南 北,1998-06-10,普通住宅,64.62平米,暂无数据,砖混结构,58㎡,112,"首付34万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"李沧,书院路",2室1厅1厨1卫,西山花苑,其他,中楼层 (共6层),板楼,一梯两户
满五年,集中供暖,20668,70年,2017-07-19,南,2008-12-12,普通住宅,52.74平米,暂无数据,钢混结构,暂无数据,109,"首付33万 ,税费,13.8,万(仅供参考) ,详情",1997年建/板楼,商品房,"市北,海泊河",2室0厅1厨1卫,延吉路（海泊区）,简装,低楼层 (共7层),板楼,一梯六户
满五年,集中供暖,24088,70年,2017-09-17,南 北,2002-01-06,普通住宅,70.16平米,暂无数据,钢混结构,60.35㎡,169,"首付51万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,浮山后",2室1厅1厨1卫,浮山后二小区,简装,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,17911,70年,2017-04-01,南,2004-09-15,普通住宅,66.44平米,暂无数据,钢混结构,59.83㎡,119,"首付36万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"市北,闫家山",2室1厅1厨1卫,新园小区,简装,高楼层 (共6层),板楼,一梯三户
满两年,集中供暖,21116,70年,2017-09-06,南,2013-04-23,普通住宅,89.98平米,有,钢混结构,71.27㎡,190,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,绿城",2室1厅1厨1卫,山河城C区,其他,低楼层 (共27层),板楼,两梯四户
满两年,集中供暖,12710,70年,2017-09-01,南,2015-08-25,普通住宅,91.27平米,暂无数据,钢混结构,暂无数据,116,"首付35万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,农业大学",2室1厅1厨1卫,林溪美地,其他,低楼层 (共6层),板楼,一梯两户
满五年,集中供暖,22020,70年,2017-09-13,南,2004-09-02,普通住宅,63.58平米,暂无数据,钢混结构,暂无数据,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市北,镇江路",2室1厅1厨1卫,台湛路,其他,高楼层 (共7层),板楼,一梯三户
满五年,集中供暖,25196,70年,2017-06-08,南,2008-01-08,普通住宅,111.13平米,有,钢混结构,88.65㎡,280,"首付84万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"市北,浮山后",2室2厅1厨1卫,浮山后一小区,精装,低楼层 (共19层),板楼,两梯三户
满五年,集中供暖,13338,70年,2017-04-04,南 北,2012-02-20,普通住宅,86.22平米,有,钢混结构,68.92㎡,115,"首付35万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,东李",2室1厅1厨1卫,和达和城,其他,低楼层 (共23层),板楼,两梯五户
满五年,集中供暖,27582,70年,2017-05-12,南 北,2005-02-06,普通住宅,83.39平米,暂无数据,砖混结构,暂无数据,230,"首付69万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,同安路",2室1厅1厨1卫,浮山后六小区,简装,中楼层 (共8层),板楼,一梯两户
满五年,集中供暖,25014,70年,2017-09-23,南 西 北,1997-09-17,普通住宅,55.17平米,暂无数据,钢混结构,49.32㎡,138,"首付42万 ,税费,13.8,万(仅供参考) ,详情",1999年建/板楼,商品房,"市南,田家花园",2室1厅1厨1卫,新昌路,其他,中楼层 (共7层),板楼,一梯四户
满五年,集中供暖,24932,50年,2017-08-31,南 北,2007-09-02,普通住宅,160.44平米,暂无数据,砖混结构,145.31㎡,400,"首付120万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"崂山,西姜",4室2厅1厨2卫,金光丽海新园,其他,中楼层 (共8层),板楼,一梯两户
满两年,集中供暖,12742,70年,2017-09-23,南 北,2013-11-21,普通住宅,103.6平米,暂无数据,钢混结构,暂无数据,132,"首付40万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"黄岛,辛安",3室1厅1厨1卫,鑫汇阳光,其他,低楼层 (共17层),板楼,一梯三户
满两年,集中供暖,22993,70年,2017-09-26,南 北,2013-05-22,普通住宅,56.54平米,暂无数据,钢混结构,49.6㎡,130,"首付39万 ,税费,13.8,万(仅供参考) ,详情",1993年建/板楼,商品房,"市北,四方实验小区",2室1厅1厨1卫,实验小区,简装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,17886,70年,2017-08-16,东南,2001-08-01,普通住宅,76.04平米,暂无数据,砖混结构,1㎡,136,"首付41万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市北,海云庵",2室1厅1厨1卫,居仁路,简装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,34468,70年,2017-10-18,南 北,2000-01-22,普通住宅,136.36平米,暂无数据,钢混结构,125.21㎡,470,"首付141万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"市南,奥帆中心",4室2厅1厨2卫,华青园,其他,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,24008,70年,2017-07-19,南 北,2004-02-26,普通住宅,85.39平米,暂无数据,钢混结构,暂无数据,205,"首付62万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"市南,北仲",2室2厅1厨1卫,延吉路79号,简装,中楼层 (共7层),板楼,一梯四户
满五年,集中供暖,34730,70年,2017-07-08,南 北,2010-03-09,普通住宅,90.7平米,有,钢混结构,68.84㎡,315,"首付95万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,北岭",3室2厅1厨1卫,万科金色城品,精装,低楼层 (共17层),板楼,两梯两户
满五年,集中供暖,30189,70年,2017-08-22,南,2004-04-17,普通住宅,115.94平米,暂无数据,钢混结构,暂无数据,350,"首付105万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市南,天山银海",3室2厅1厨1卫,天福苑,精装,中楼层 (共5层),板楼,一梯两户
满五年,集中供暖,24929,70年,2017-06-20,南,2003-09-09,普通住宅,118.34平米,暂无数据,砖混结构,暂无数据,295,"首付89万 ,税费,13.8,万(仅供参考) ,详情",2002年建,商品房,"市北,台东",3室1厅1厨2卫,威海路步行街三期,简装,低楼层 (共6层),,一梯两户
满两年,集中供暖,28199,70年,2017-08-09,南 北,2014-04-01,普通住宅,106.39平米,有,钢混结构,86.33㎡,300,"首付90万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"市北,合肥路佳世客",3室2厅1厨1卫,四季景园,其他,低楼层 (共14层),板楼,一梯两户
满五年,集中供暖,9829,50年,2017-06-01,南 北,2006-11-29,普通住宅,135.32平米,暂无数据,钢混结构,117.95㎡,133,"首付40万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"黄岛,辛安",5室2厅1厨2卫,兴宝苑,精装,高楼层 (共7层),板楼,一梯两户
满五年,自供暖,31000,50年,2017-05-19,南 北,2012-02-23,普通住宅,200平米,有,钢混结构,168.58㎡,620,"首付186万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板楼,商品房,"崂山,西姜",4室2厅1厨3卫,颐和星苑BC区,精装,高楼层 (共11层),板楼,一梯两户
满两年,集中供暖,21488,70年,2017-08-23,南 北,2014-10-17,普通住宅,104.71平米,有,钢混结构,暂无数据,225,"首付68万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"黄岛,东方影都",3室2厅1厨1卫,世茂诺沙湾,其他,高楼层 (共8层),板楼,一梯两户
满五年,集中供暖,25275,70年,2017-05-16,南 北,2012-05-24,普通住宅,91平米,暂无数据,钢混结构,91㎡,230,"首付69万 ,税费,13.8,万(仅供参考) ,详情",1996年建/板楼,商品房,"市南,闽江路",2室2厅1厨1卫,南京路（市南区）,简装,低楼层 (共8层),板楼,一梯两户
满两年,集中供暖,30577,70年,2017-09-23,南 北,2014-06-05,普通住宅,112.83平米,暂无数据,钢混结构,99.71㎡,345,"首付104万 ,税费,13.8,万(仅供参考) ,详情",2004年建/板楼,商品房,"市北,同安路",2室2厅1厨2卫,湖光山色,精装,低楼层 (共9层),板楼,一梯两户
满五年,集中供暖,14400,50年,2017-10-01,南 北,2012-01-16,普通住宅,57.64平米,暂无数据,钢混结构,50㎡,83,"首付25万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"黄岛,保税区",1室1厅1厨1卫,昆仑山庄南区（五台山路2056）,精装,高楼层 (共7层),板楼,一梯两户
满五年,集中供暖,27539,70年,2017-09-28,南 北,2009-11-20,普通住宅,70.81平米,暂无数据,砖混结构,62㎡,195,"首付59万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市北,同安路",2室1厅1厨1卫,浮山后四小区,其他,低楼层 (共7层),板楼,一梯两户
满五年,集中供暖,31325,70年,2017-06-28,南,1998-03-21,普通住宅,67.04平米,暂无数据,砖混结构,67.04㎡,210,"首付63万 ,税费,13.8,万(仅供参考) ,详情",1987年建/板楼,已购公房,"市南,辛家庄",2室1厅1厨1卫,辛家庄三小区（三明路）,精装,中楼层 (共7层),板楼,一梯三户
满五年,集中供暖,37184,50年,2017-08-25,南 北,2001-08-20,普通住宅,131.78平米,暂无数据,钢混结构,120.13㎡,490,"首付147万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,雕塑园",3室2厅1厨2卫,天泰馥香谷一期,其他,低楼层 (共5层),板楼,一梯两户
满五年,集中供暖,19027,70年,2017-08-14,南,1985-08-01,普通住宅,36.79平米,暂无数据,砖混结构,33.37㎡,70,"首付21万 ,税费,13.8,万(仅供参考) ,详情",1985年建/板楼,商品房,"市北,水清沟",1室0厅1厨1卫,德安路,简装,中楼层 (共7层),板楼,一梯三户
满五年,集中供暖,13935,70年,2017-04-18,南 北,2009-12-18,普通住宅,75.35平米,暂无数据,砖混结构,暂无数据,105,"首付32万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"黄岛,黄岛区政府",2室2厅1厨1卫,丁家河小区,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,32993,70年,2017-05-19,东南,2014-04-24,普通住宅,90.93平米,有,钢混结构,73.62㎡,300,"首付90万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板塔结合,商品房,"崂山,颐中体育场",2室2厅1厨1卫,海尔东城国际北区,精装,高楼层 (共22层),板塔结合,两梯三户
满五年,集中供暖,25325,70年,2017-09-06,南,2012-08-17,普通住宅,77平米,有,钢混结构,61.65㎡,195,"首付59万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,北岭",2室2厅1厨1卫,万科金色城品,精装,低楼层 (共18层),板楼,两梯三户
满两年,集中供暖,27530,70年,2017-08-09,南,2013-06-28,普通住宅,82.82平米,有,钢混结构,62.67㎡,228,"首付69万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板楼,商品房,"市北,新都心",2室2厅1厨1卫,中海清江华府,精装,低楼层 (共16层),板楼,两梯三户
满五年,集中供暖,15040,70年,2017-05-03,南,2007-09-04,普通住宅,106.39平米,有,钢混结构,90㎡,160,"首付48万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"黄岛,石油大学",2室2厅1厨1卫,康大风和日丽,其他,低楼层 (共28层),板楼,两梯三户
满两年,集中供暖,24170,70年,2017-09-17,南 北,2012-11-27,普通住宅,83.99平米,暂无数据,钢混结构,73.57㎡,203,"首付61万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"李沧,东李",2室2厅1厨1卫,和达和城,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,36306,50年,2017-05-18,南,2010-02-10,普通住宅,176.28平米,暂无数据,钢混结构,1㎡,640,"首付192万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,雕塑园",4室2厅1厨2卫,凯旋山庄,其他,中楼层 (共6层),板楼,一梯一户
满五年,集中供暖,33022,70年,2017-05-13,南 北,2012-08-30,普通住宅,139平米,有,钢混结构,110.84㎡,459,"首付138万 ,税费,13.8,万(仅供参考) ,详情",2008年建/板塔结合,商品房,"崂山,颐中体育场",3室2厅1厨2卫,海尔东城国际北区,简装,低楼层 (共20层),板塔结合,两梯四户
满两年,集中供暖,46569,50年,2017-08-27,南 北,2015-08-07,普通住宅,188.97平米,有,钢混结构,暂无数据,880,"首付264万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"崂山,麦岛",3室2厅1厨2卫,麦岛金岸,精装,低楼层 (共25层),板楼,三梯三户
满两年,集中供暖,25265,70年,2017-06-24,南 西 北,2015-01-09,普通住宅,85.1平米,暂无数据,钢混结构,暂无数据,215,"首付65万 ,税费,13.8,万(仅供参考) ,详情",2016年建/板楼,商品房,"李沧,老鸦岭",2室2厅1厨1卫,米罗湾,其他,中楼层 (共5层),板楼,一梯两户
满五年,集中供暖,26277,70年,2017-08-30,南 北,2006-12-14,普通住宅,86.77平米,暂无数据,砖混结构,86.77㎡,228,"首付69万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"市南,镇江路",2室1厅1厨1卫,泰州路,简装,中楼层 (共8层),板楼,一梯两户
满两年,集中供暖,20128,70年,2017-09-18,南,2013-10-22,普通住宅,106.82平米,有,钢混结构,暂无数据,215,"首付65万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,绿城",3室1厅1厨1卫,山河城C区,其他,低楼层 (共18层),板楼,两梯三户
满两年,集中供暖,19810,70年,2017-09-17,南 北,2013-12-09,普通住宅,95.41平米,有,钢混结构,72.84㎡,189,"首付57万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板塔结合,商品房,"黄岛,香江路",3室1厅1厨1卫,绿岛印象,其他,中楼层 (共33层),板塔结合,两梯四户
满五年,集中供暖,24783,70年,2017-08-06,南,2011-11-04,普通住宅,92平米,有,钢混结构,暂无数据,228,"首付69万 ,税费,13.8,万(仅供参考) ,详情",2011年建/塔楼,商品房,"市北,福安",2室1厅1厨1卫,香缇树,其他,中楼层 (共33层),塔楼,两梯三户
满五年,集中供暖,25727,70年,2017-09-16,南,2004-01-06,普通住宅,83.57平米,暂无数据,砖混结构,73.57㎡,215,"首付65万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市北,福州北路",2室1厅1厨1卫,洪山坡小区（桦川二路）,其他,中楼层 (共7层),板楼,一梯两户
满两年,集中供暖,13828,70年,2017-08-13,南,2015-08-24,普通住宅,65.81平米,有,钢混结构,48.58㎡,91,"首付28万 ,税费,13.8,万(仅供参考) ,详情",2015年建/板楼,商品房,"黄岛,保税区",2室1厅1厨1卫,秀兰禧悦山,其他,低楼层 (共33层),板楼,两梯四户
满五年,集中供暖,19159,70年,2017-08-13,南,2009-04-23,普通住宅,82.99平米,暂无数据,砖混结构,74.09㎡,159,"首付48万 ,税费,13.8,万(仅供参考) ,详情",1998年建/板楼,商品房,"李沧,书院路",3室1厅1厨1卫,建安小区,其他,高楼层 (共6层),板楼,一梯两户
满五年,集中供暖,13811,50年,2017-06-18,南 北,2002-08-07,普通住宅,86.89平米,暂无数据,钢混结构,76.63㎡,120,"首付36万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"黄岛,薛家岛",2室1厅1厨1卫,八一小区,其他,中楼层 (共8层),板楼,一梯两户
满两年,集中供暖,16986,50年,2017-06-17,南 北,2015-02-04,普通住宅,138.35平米,有,钢混结构,115.42㎡,235,"首付71万 ,税费,13.8,万(仅供参考) ,详情",2007年建/板楼,商品房,"城阳,城阳实验二小",3室2厅1厨2卫,汇豪景苑,其他,高楼层 (共15层),板楼,两梯两户
满五年,集中供暖,25012,70年,2017-09-06,南 北,2011-09-08,普通住宅,89.96平米,有,钢混结构,69.5㎡,225,"首付68万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"市北,大沙路",3室2厅1厨1卫,保利百合花园,其他,高楼层 (共32层),板楼,一梯两户
满五年,集中供暖,30862,70年,2017-09-11,南,2002-09-10,普通住宅,118.27平米,有,钢混结构,94.15㎡,365,"首付110万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"市南,新贵都",3室2厅1厨2卫,新贵都二期,其他,中楼层 (共13层),板楼,两梯四户
满五年,集中供暖,14750,70年,2017-09-20,南 北,2010-10-12,普通住宅,121.36平米,暂无数据,砖混结构,107.25㎡,179,"首付54万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,已购公房,"黄岛,香江路",3室2厅1厨2卫,师苑,其他,中楼层 (共5层),板楼,一梯两户
满五年,集中供暖,26572,70年,2017-09-08,南 北,2004-09-15,普通住宅,94.84平米,暂无数据,钢混结构,暂无数据,252,"首付76万 ,税费,13.8,万(仅供参考) ,详情",未知年建/板楼,商品房,"市北,台东",2室2厅1厨1卫,威海路步行街一期,精装,中楼层 (共6层),板楼,一梯三户
满五年,集中供暖,12118,70年,2017-06-14,南 北,2012-02-29,普通住宅,93.25平米,有,钢混结构,73.03㎡,113,"首付34万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,瑞阳路",2室1厅1厨1卫,都霖馨苑,其他,中楼层 (共15层),板楼,两梯五户
满五年,集中供暖,13335,70年,2017-07-01,南,2006-11-30,普通住宅,108.74平米,有,钢混结构,93㎡,145,"首付44万 ,税费,13.8,万(仅供参考) ,详情",2005年建/板楼,商品房,"城阳,十梅庵",2室2厅1厨1卫,天泰汉城区,其他,低楼层 (共17层),板楼,两梯四户
满两年,集中供暖,16054,70年,2017-09-15,南,2014-06-26,普通住宅,87.21平米,有,钢混结构,67.31㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"城阳,家佳源",2室1厅1厨1卫,万科城市花园二期,其他,低楼层 (共18层),板楼,一梯两户
满五年,集中供暖,20944,70年,2017-07-04,南 北,2010-07-27,普通住宅,88.81平米,有,钢混结构,暂无数据,186,"首付56万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,伟东幸福之城二期,其他,中楼层 (共18层),板楼,两梯三户
满五年,集中供暖,35031,50年,2017-04-27,南 北,2011-02-01,普通住宅,142.16平米,暂无数据,钢混结构,暂无数据,498,"首付150万 ,税费,13.8,万(仅供参考) ,详情",2001年建/板楼,商品房,"崂山,麦岛",4室1厅1厨2卫,锦园南区,其他,中楼层 (共5层),板楼,一梯两户
满两年,集中供暖,12814,70年,2017-08-28,南,2013-07-26,普通住宅,90.53平米,有,钢混结构,72.87㎡,116,"首付35万 ,税费,13.8,万(仅供参考) ,详情",2010年建/板楼,商品房,"城阳,瑞阳路",2室1厅1厨1卫,都霖馨苑,其他,低楼层 (共9层),板楼,一梯两户
满五年,集中供暖,19248,70年,2017-07-18,南,2011-07-08,普通住宅,89.88平米,有,钢混结构,暂无数据,173,"首付52万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"李沧,下王埠",2室1厅1厨1卫,伟东幸福之城一期,其他,高楼层 (共18层),板楼,两梯三户
满两年,集中供暖,17136,70年,2017-07-07,南 北,2015-07-10,普通住宅,81.7平米,有,钢混结构,64.19㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"城阳,十梅庵",2室2厅1厨1卫,天泰城 美立方,精装,中楼层 (共10层),板楼,一梯两户
满两年,集中供暖,21533,70年,2017-07-13,南,2013-11-22,普通住宅,78.02平米,有,钢混结构,60.07㎡,168,"首付51万 ,税费,13.8,万(仅供参考) ,详情",2012年建/板楼,商品房,"李沧,下王埠",2室2厅1厨1卫,伟东幸福之城二期,其他,中楼层 (共18层),板楼,两梯三户
满两年,集中供暖,29089,70年,2017-07-30,南 北,2015-09-15,普通住宅,91.1平米,有,钢混结构,74.27㎡,265,"首付80万 ,税费,13.8,万(仅供参考) ,详情",2011年建/板楼,商品房,"市北,新都心",2室2厅1厨1卫,万科城阿姆斯特丹街区,其他,中楼层 (共16层),板楼,两梯四户
满两年,集中供暖,31623,70年,2017-08-20,南 西 北,2013-09-06,普通住宅,125.86平米,有,钢混结构,97.31㎡,398,"首付120万 ,税费,13.8,万(仅供参考) ,详情",2013年建/板塔结合,商品房,"市北,新都心",3室2厅1厨2卫,海信淮安郡,其他,高楼层 (共12层),板塔结合,两梯三户
满五年,集中供暖,8804,70年,2017-08-06,南 北,2010-09-15,普通住宅,99.96平米,暂无数据,钢混结构,87.23㎡,88,"首付27万 ,税费,13.8,万(仅供参考) ,详情",2009年建/板楼,商品房,"黄岛,辛安",3室1厅1厨1卫,天智苑,其他,中楼层 (共7层),板楼,一梯两户
满五年,集中供暖,27004,70年,2017-08-12,东 南 北,2009-12-07,普通住宅,102.95平米,暂无数据,钢混结构,90.63㎡,278,"首付84万 ,税费,13.8,万(仅供参考) ,详情",2003年建/板楼,商品房,"市北,合肥路佳世客",3室1厅1厨1卫,福岭嘉苑G区,精装,中楼层 (共6层),板楼,一梯两户
满两年,集中供暖,28807,70年,2017-09-23,南,2014-11-25,普通住宅,48.6平米,暂无数据,砖混结构,43.34㎡,140,"首付42万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"市南,大尧",2室0厅1厨1卫,逍遥花园,精装,中楼层 (共6层),板楼,一梯三户
满五年,集中供暖,26651,70年,2017-08-16,东南,2006-11-10,普通住宅,58.16平米,暂无数据,砖混结构,51.55㎡,155,"首付47万 ,税费,13.8,万(仅供参考) ,详情",1992年建/板楼,已购公房,"市南,大尧",2室1厅1厨1卫,福林小区（宁夏路）,精装,低楼层 (共6层),板楼,一梯三户
满五年,集中供暖,25549,70年,2017-07-20,南,2010-03-30,普通住宅,38.75平米,暂无数据,砖混结构,33.13㎡,99,"首付30万 ,税费,13.8,万(仅供参考) ,详情",1995年建/板楼,商品房,"市北,海泊河",1室1厅1厨1卫,敦化路（海泊区）,简装,低楼层 (共7层),板楼,一梯三户
满五年,集中供暖,25990,70年,2017-09-24,南,2004-10-12,普通住宅,85.42平米,暂无数据,钢混结构,76.72㎡,222,"首付67万 ,税费,13.8,万(仅供参考) ,详情",2002年建/板楼,商品房,"市北,福州北路",2室2厅1厨1卫,福岭小区A区,其他,低楼层 (共6层),板楼,一梯两户
满两年,集中供暖,32114,50年,2017-03-22,南 北,2013-04-08,普通住宅,120.82平米,暂无数据,钢混结构,暂无数据,388,"首付117万 ,税费,13.8,万(仅供参考) ,详情",2000年建/板楼,商品房,"崂山,西姜",3室2厅1厨2卫,华居公寓,精装,低楼层 (共4层),板楼,一梯两户
